price,sqft_living,sqft_lot,floors,sqft_above,sqft_basement,yr_built,Date,sqft_li_lot,avec_sans_bas
305000,1610,3516,2,1610,0,2006,4/27/2015,0.457906712,0
583000,1790,8144,2,1790,0,1989,6/25/2014,0.219793713,0
499000,1610,1728,3,1610,0,2000,9/4/2014,0.931712963,0
550000,2290,6328,2,2290,0,2001,7/16/2014,0.361883692,0
990400,2100,4097,2,2100,0,2008,2/19/2015,0.512570173,0
368250,2150,7484,2,2150,0,1988,5/21/2014,0.28727953,0
580000,2150,7484,2,2150,0,1988,11/13/2014,0.28727953,0
730000,2160,8809,1,1540,620,2014,10/31/2014,0.245203769,1
595000,2660,10637,2,2660,0,1991,8/1/2014,0.250070509,0
665000,1730,3000,2,1730,0,1996,7/16/2014,0.576666667,0
424000,2200,34680,2,2200,0,1985,7/28/2014,0.06343714,0
450000,1530,762,2,1050,480,2007,7/31/2014,2.007874016,1
535000,2510,5544,2,2510,0,2001,1/20/2015,0.452741703,0
325000,2130,12245,2,2130,0,1989,2/25/2015,0.17394855,0
775000,2780,5467,2,2780,0,2000,10/22/2014,0.508505579,0
572500,2490,7589,2,2490,0,1991,2/12/2015,0.32810647,0
899000,1950,3730,2,1950,0,1996,2/26/2015,0.522788204,0
345950,2110,4118,2,2110,0,1989,6/23/2014,0.512384653,0
513000,1810,4592,2,1810,0,1992,7/8/2014,0.394163763,0
817250,2980,7202,2,2980,0,1999,3/27/2015,0.413773952,0
441000,2740,7923,2,2740,0,1998,1/13/2015,0.3458286,0
252000,1680,8284,2,1680,0,1989,11/11/2014,0.202800579,0
390000,2240,10800,2,2240,0,1996,5/15/2014,0.207407407,0
575000,1870,3485,2,1870,0,2001,11/14/2014,0.536585366,0
419000,3310,21096,2,3310,0,2004,9/10/2014,0.156901782,0
650000,2790,6720,2,2790,0,2002,8/26/2014,0.415178571,0
1000000,2730,5832,2,2730,0,1998,6/2/2014,0.468106996,0
713900,3370,167706,1,3370,0,2000,3/6/2015,0.02009469,0
1150000,3830,48743,2,3830,0,1991,7/8/2014,0.078575385,0
555000,3160,4270,2,2650,510,2006,5/28/2014,0.740046838,1
350000,2100,3574,2,1690,410,2005,7/22/2014,0.587576945,1
325000,1570,3143,2,1570,0,2001,2/23/2015,0.499522749,0
780000,2110,9773,1,2110,0,1986,3/17/2015,0.215900952,0
610000,3440,18167,2,3440,0,1991,8/17/2014,0.189354324,0
239975,1820,7242,1,1220,600,1959,1/23/2015,0.251311792,1
375000,2320,5760,1,1480,840,1987,8/7/2014,0.402777778,1
435000,3380,7074,2,2200,1180,1999,11/13/2014,0.47780605,1
380000,1840,6985,1,1290,550,1971,11/4/2014,0.263421618,1
574000,2380,6832,2,2380,0,2002,6/25/2014,0.348360656,0
408000,2620,8403,2,2620,0,1991,2/24/2015,0.311793407,0
670000,1420,1438,2,1280,140,2003,7/10/2014,0.987482615,1
533000,2060,4812,2,2060,0,1990,8/19/2014,0.428096426,0
353500,2020,4845,2,2020,0,2001,5/6/2015,0.416924665,0
535000,1850,10109,2,1850,0,1991,5/6/2014,0.183005243,0
372000,1920,15260,2,1920,0,1990,1/16/2015,0.125819135,0
755000,2000,1950,3,2000,0,2005,12/11/2014,1.025641026,0
490000,2040,9622,2,2040,0,1995,4/16/2015,0.212014134,0
365000,2640,6715,2,1680,960,1991,6/18/2014,0.393149665,1
260000,1600,2244,2,1600,0,2005,2/24/2015,0.713012478,0
650000,3060,7831,2,3060,0,2004,8/20/2014,0.390754693,0
384000,1540,1564,2,1300,240,1998,3/11/2015,0.984654731,1
324950,1560,9600,1,1210,350,1964,11/26/2014,0.1625,1
529000,1880,4499,2,1880,0,1993,3/4/2015,0.417870638,0
245000,1610,7223,2,1610,0,1994,7/9/2014,0.222899072,0
725000,3410,41022,2,3410,0,1990,8/11/2014,0.083126127,0
625000,2750,35000,2,2750,0,1993,4/6/2015,0.078571429,0
503500,1810,1750,2,1350,460,1997,4/23/2015,1.034285714,1
653000,2290,3475,2,2290,0,2006,6/2/2014,0.658992806,0
535000,2110,8164,2,2110,0,1990,12/26/2014,0.258451739,0
500000,2110,208737,2,2110,0,1977,11/6/2014,0.010108414,0
544900,1990,4936,2,1990,0,2004,11/21/2014,0.403160454,0
532500,2160,7500,1,1430,730,1979,8/11/2014,0.288,1
530000,2030,10958,2,2030,0,1983,11/19/2014,0.185252783,0
346100,1400,2036,2,1400,0,2003,7/17/2014,0.68762279,0
475000,1920,4534,2,1920,0,1986,2/18/2015,0.423467137,0
330000,1660,2890,2,1660,0,2001,3/27/2015,0.574394464,0
366000,2370,4375,2,2370,0,2006,2/9/2015,0.541714286,0
740000,2200,3000,2,1530,670,2002,10/29/2014,0.733333333,1
445000,2250,9608,2,2250,0,1994,1/20/2015,0.23417985,0
715000,2890,7027,2,2890,0,2004,9/24/2014,0.411270813,0
472500,1650,3711,2,1650,0,1996,9/9/2014,0.444624091,0
470000,2070,8581,2,2070,0,1994,5/4/2015,0.241230626,0
659000,2510,6320,2,2510,0,1996,6/10/2014,0.397151899,0
424000,1820,7500,2,1820,0,1985,10/9/2014,0.242666667,0
710000,2830,9680,2,2830,0,1991,8/17/2014,0.292355372,0
505000,2100,5824,2,2100,0,1999,5/9/2014,0.360576923,0
305000,1260,1622,3,1260,0,2009,7/29/2014,0.776818742,0
380000,1610,1778,3,1610,0,2002,10/22/2014,0.905511811,0
725000,3570,35271,2,3570,0,1997,9/25/2014,0.101216297,0
1185000,2510,4600,2,2510,0,2006,10/1/2014,0.545652174,0
408000,1470,1204,3,1470,0,2006,8/1/2014,1.220930233,0
292000,1950,7421,2,1950,0,1996,11/3/2014,0.262767821,0
375000,1950,6871,2,1950,0,1997,6/18/2014,0.283801485,0
485000,1650,4218,2,1650,0,2000,10/23/2014,0.391180654,0
275000,1560,4244,2,1560,0,2002,2/9/2015,0.367577757,0
473975,2330,3610,2,2330,0,1999,1/27/2015,0.645429363,0
299000,1850,4600,2,1850,0,2005,11/19/2014,0.402173913,0
286651,1830,4997,2,1830,0,2004,4/30/2015,0.366219732,0
270000,1770,8640,1,1420,350,1986,7/18/2014,0.204861111,1
810000,2670,10481,2,2670,0,2003,6/17/2014,0.254746684,0
400000,1450,8064,1,1450,0,1984,10/7/2014,0.179811508,0
225000,1020,2040,2,720,300,2004,1/26/2015,0.5,1
465000,2870,25663,2,2870,0,1988,12/9/2014,0.111834158,0
596000,1730,2631,2,1730,0,2001,2/24/2015,0.65754466,0
428040,2150,9266,2,2150,0,1988,8/14/2014,0.232031081,0
435000,1470,3000,1,930,540,1985,9/8/2014,0.49,1
375000,1330,1064,3,1330,0,2004,9/2/2014,1.25,0
532000,1830,8022,2,1830,0,1987,1/29/2015,0.228122663,0
640000,2580,7500,2,2580,0,1991,8/18/2014,0.344,0
744000,2670,12187,2,2670,0,1986,6/6/2014,0.219085911,0
583000,2600,5100,2,2600,0,1998,7/9/2014,0.509803922,0
325000,2000,7205,2,2000,0,1998,3/24/2015,0.27758501,0
359500,2070,4689,2,2070,0,2013,3/27/2015,0.441458733,0
605000,2670,47480,2,2670,0,1981,6/9/2014,0.056234204,0
567000,2070,10908,2,2070,0,1986,12/19/2014,0.189768977,0
365000,2200,9696,2,2200,0,1987,8/27/2014,0.22689769,0
584000,1790,3962,2,1790,0,1992,10/8/2014,0.451792024,0
475000,2280,3710,1,1550,730,1990,10/7/2014,0.614555256,1
715000,2550,13458,2,2550,0,1990,6/6/2014,0.189478377,0
517500,1810,4332,2,1810,0,1992,11/14/2014,0.417820868,0
477000,1740,4960,2,1740,0,1992,4/13/2015,0.350806452,0
318200,1990,3644,2,1990,0,2010,4/2/2015,0.546103183,0
309000,1450,11480,2,1450,0,1990,2/12/2015,0.12630662,0
284000,2150,9375,1,1550,600,1968,2/26/2015,0.229333333,1
295000,1660,8125,1,1150,510,1999,9/12/2014,0.204307692,1
630000,2460,38794,2,2460,0,1999,4/22/2015,0.063411868,0
280017,1850,8770,2,1850,0,1996,10/23/2014,0.210946408,0
225000,1680,6755,2,1680,0,1994,5/28/2014,0.248704663,0
495000,1860,3150,2,1860,0,2001,2/2/2015,0.59047619,0
380500,1900,7361,2,1900,0,1994,2/25/2015,0.258117104,0
395000,1630,15200,1,1120,510,1988,3/13/2015,0.107236842,1
540000,1970,14876,1,1320,650,1981,5/1/2015,0.132428072,1
1200000,3420,16622,1,2410,1010,1991,10/30/2014,0.205751414,1
693000,2460,12028,2,2460,0,1996,5/31/2014,0.20452278,0
409000,2740,9168,2,2740,0,1991,3/24/2015,0.29886562,0
798000,2849,9588,2,2849,0,2001,10/21/2014,0.297142261,0
295000,1500,3060,2,1500,0,1994,2/18/2015,0.490196078,0
305000,1260,895,3,1160,100,2009,3/31/2015,1.407821229,1
263000,1720,6847,2,1720,0,1987,7/18/2014,0.251204907,0
330000,1676,18778,2,1676,0,1997,12/12/2014,0.089253382,0
304000,1670,5298,2,1670,0,2002,4/6/2015,0.315213288,0
700000,2490,23891,2,2490,0,1993,7/2/2014,0.104223348,0
450000,1990,3478,2,1520,470,1990,11/7/2014,0.572167913,1
292500,2095,3438,2,2095,0,2008,3/25/2015,0.60936591,0
695000,2620,51354,2,2620,0,1998,7/1/2014,0.051018421,0
425000,2540,5612,2,2540,0,1999,6/20/2014,0.452601568,0
390000,1690,10113,1,1310,380,1991,8/7/2014,0.167111638,1
665000,2190,10370,2,2190,0,1987,5/28/2014,0.211186114,0
615000,1490,1410,2,1300,190,2008,4/7/2015,1.056737589,1
415000,2420,10733,2,2420,0,1996,11/13/2014,0.225472841,0
431000,1710,12677,2,1710,0,1996,7/15/2014,0.134889958,0
692500,2420,198198,2,2420,0,1997,3/26/2015,0.012210012,0
614905,2410,7225,2,2410,0,1991,2/12/2015,0.333564014,0
645000,2120,196995,1,2120,0,1997,3/27/2015,0.010761694,0
470000,2280,6134,2,2280,0,2004,9/12/2014,0.371698728,0
622000,1950,7481,2,1950,0,1987,10/10/2014,0.26066034,0
440000,1390,4997,2,1390,0,2004,4/3/2015,0.2781669,0
535000,1720,4006,2,1720,0,1994,5/28/2014,0.429355966,0
236775,1830,8372,2,1830,0,1987,2/20/2015,0.218585762,0
527900,2490,5928,2,2490,0,1998,3/27/2015,0.420040486,0
539950,1330,2180,3,1330,0,2014,3/27/2015,0.610091743,0
430000,1690,1310,2,1140,550,2004,2/26/2015,1.290076336,1
296000,1560,5845,2,1560,0,2003,9/24/2014,0.266894782,0
775000,2890,8470,2,2890,0,1996,7/21/2014,0.34120425,0
738500,2300,6009,1,2300,0,2005,6/17/2014,0.382759195,0
529000,3070,22098,2,3070,0,1995,7/14/2014,0.1389266,0
620000,2440,10363,2,2440,0,1988,4/3/2015,0.235453054,0
449950,1530,3840,2,1530,0,1994,7/23/2014,0.3984375,0
295000,1690,4102,2,1690,0,2003,11/26/2014,0.411994149,0
394000,2550,5349,2,2550,0,2004,4/15/2015,0.476724621,0
485000,3340,70131,2,2420,920,1994,3/30/2015,0.047625159,1
815000,2415,2186,2,2415,0,1981,3/19/2015,1.104757548,0
535500,2050,4976,2,2050,0,1994,2/23/2015,0.411977492,0
345000,1210,1420,3,1210,0,2008,6/9/2014,0.852112676,0
585000,1700,1156,2,1320,380,2002,10/1/2014,1.470588235,1
1150000,3160,24437,1,2160,1000,1991,9/11/2014,0.129312109,1
321000,2020,4183,2,2020,0,2012,11/20/2014,0.482907005,0
1035000,2230,5750,2,2230,0,2003,6/2/2014,0.387826087,0
435000,1730,4065,2,1730,0,1996,9/12/2014,0.425584256,0
685900,2290,9142,1,2290,0,1972,8/7/2014,0.250492234,0
475000,2480,6031,2,2480,0,2001,10/31/2014,0.411208755,0
354901,1490,1709,3,1490,0,2004,5/13/2014,0.871854886,0
299995,1970,7500,2,1970,0,1988,6/12/2014,0.262666667,0
300000,1020,1570,2,720,300,2004,12/10/2014,0.649681529,1
625000,2330,3141,2,2330,0,2003,8/27/2014,0.741801974,0
310000,1590,3359,2,1590,0,2000,8/22/2014,0.473355165,0
360000,2150,14092,2,2150,0,1991,5/4/2015,0.152568833,0
750000,2560,9182,2,2560,0,1993,4/14/2015,0.27880636,0
401500,1509,1114,3,1509,0,2014,8/26/2014,1.354578097,0
293000,1690,17383,2,1690,0,2003,9/15/2014,0.097221423,0
635000,2620,6842,2,2620,0,2002,4/8/2015,0.382928968,0
335000,1940,4927,2,1940,0,2004,5/12/2014,0.393748731,0
865000,3050,12558,2,3050,0,1997,11/5/2014,0.242873069,0
495500,3190,7828,2,3190,0,2006,2/5/2015,0.407511497,0
515000,3370,19585,2,3200,170,1951,6/11/2014,0.172070462,1
525000,2190,34528,2,2190,0,1994,4/10/2015,0.063426784,0
279000,1630,7950,1,1320,310,1985,6/27/2014,0.205031447,1
435000,1730,46638,2,1730,0,1991,9/29/2014,0.037094215,0
299950,1570,2577,2,1570,0,2005,11/18/2014,0.609235545,0
345000,2340,8414,1,1280,1060,1993,1/26/2015,0.278107915,1
930000,3100,20553,1,3100,0,1954,5/14/2014,0.150829563,0
441000,1890,11036,1,1460,430,1973,3/10/2015,0.171257702,1
268000,1650,6684,2,1650,0,1991,6/26/2014,0.246858169,0
258000,1730,6930,2,1730,0,1994,9/3/2014,0.24963925,0
732000,2330,1987,2,1410,920,2004,5/27/2014,1.172622043,1
300000,1870,3439,2,1870,0,2005,7/13/2014,0.543762722,0
579000,3160,286181,2,3160,0,2002,4/17/2015,0.011041963,0
443600,1430,1056,3,1430,0,2003,8/22/2014,1.354166667,0
380600,1920,12244,2,1920,0,1998,8/14/2014,0.1568115,0
613000,1350,3068,2,1350,0,1991,6/3/2014,0.440026076,0
546500,1410,2675,1,820,590,1985,3/30/2015,0.527102804,1
419900,1630,1755,2,1320,310,1997,5/11/2015,0.928774929,1
220000,1980,11900,2,1980,0,1990,4/1/2015,0.166386555,0
325000,1870,3480,2,1870,0,2002,1/2/2015,0.537356322,0
549000,2250,9235,2,2250,0,1985,10/29/2014,0.243638332,0
515000,2010,7200,2,2010,0,1994,7/1/2014,0.279166667,0
314950,1690,4533,2,1690,0,2003,3/9/2015,0.372821531,0
262000,1700,6200,2,1700,0,1997,9/26/2014,0.274193548,0
775000,2480,5007,2,1960,520,2014,1/20/2015,0.495306571,1
587000,2150,5193,2,2150,0,1995,7/15/2014,0.414018872,0
536000,1990,7397,2,1990,0,1993,3/4/2015,0.269027984,0
1250000,2710,13120,1,2710,0,1959,1/26/2015,0.206554878,0
456000,1820,2935,2,1820,0,1999,4/13/2015,0.620102215,0
210000,1040,2643,2,720,320,2004,5/12/2014,0.393492244,1
700000,2850,36585,2,2850,0,1987,2/3/2015,0.077900779,0
349950,1420,1162,3,1420,0,2002,10/8/2014,1.222030981,0
607000,2470,9226,2,2470,0,1991,11/9/2014,0.267721656,0
330000,2040,14071,2,2040,0,1995,1/27/2015,0.144979035,0
452000,1530,5032,2,1530,0,1998,10/1/2014,0.304054054,0
332000,1530,9406,1,1270,260,1993,6/17/2014,0.162662131,1
549950,2380,2500,3,2380,0,1988,11/13/2014,0.952,0
230000,1920,9180,2,1920,0,1988,5/7/2014,0.209150327,0
475000,2630,185130,2,2630,0,1991,7/22/2014,0.014206233,0
415000,1980,4274,2,1980,0,2003,12/30/2014,0.463266261,0
480000,2980,7338,2,2980,0,2006,12/18/2014,0.406105206,0
1240000,2660,1973,3,1870,790,2007,11/10/2014,1.34820071,1
616500,3580,118047,1,3240,340,1992,8/4/2014,0.030326904,1
506400,2100,9040,1,1700,400,1989,11/19/2014,0.232300885,1
299900,2720,6014,2,2720,0,2002,5/21/2014,0.452278018,0
285000,1870,4060,2,1870,0,2005,6/11/2014,0.460591133,0
995000,2460,10300,1,2460,0,1992,9/23/2014,0.238834951,0
454280,1470,1741,2,1170,300,2004,5/4/2015,0.844342332,1
390000,1410,26375,1,1410,0,1992,5/12/2015,0.053459716,0
715000,2770,39529,2,2770,0,1987,4/2/2015,0.070075135,0
404000,2370,4324,2,2370,0,2006,4/20/2015,0.548103608,0
348000,1730,4004,2,1730,0,1999,4/21/2015,0.432067932,0
373000,1670,3565,2,1670,0,1999,5/19/2014,0.468443198,0
364988,2850,12593,2,2850,0,1997,8/26/2014,0.226316207,0
650000,2380,3332,2,2380,0,2014,3/31/2015,0.714285714,0
810000,2610,8481,2,2610,0,1993,1/28/2015,0.307746728,0
437500,1260,1125,3,1260,0,2002,9/19/2014,1.12,0
895000,2750,10000,1,1650,1100,1967,2/3/2015,0.275,1
835000,2720,13124,2,2720,0,1988,2/9/2015,0.207253886,0
571000,2600,7465,2,2600,0,1988,6/11/2014,0.348292029,0
490600,3316,11447,2,3316,0,1986,7/3/2014,0.289682886,0
580000,2150,4604,2,2150,0,2003,8/5/2014,0.46698523,0
650000,2430,12997,2,2430,0,1992,7/21/2014,0.186966223,0
601000,1740,1251,2,1180,560,2012,10/22/2014,1.39088729,1
750000,2790,21043,2,2790,0,1993,3/23/2015,0.132585658,0
281000,1760,7601,2,1760,0,1992,7/23/2014,0.23154848,0
214000,1600,2231,2,1600,0,2003,9/26/2014,0.71716719,0
275000,2497,4400,2,2497,0,2007,7/25/2014,0.5675,0
366000,1320,4320,1,660,660,1918,10/21/2014,0.305555556,1
348000,1670,5090,2,1670,0,2003,3/28/2015,0.328094303,0
315000,1790,6452,2,1790,0,2004,4/3/2015,0.277433354,0
404763,1690,1609,2,1150,540,2014,7/29/2014,1.050341827,1
245000,1720,3407,2,1720,0,1992,9/23/2014,0.50484297,0
340000,2480,6112,2,2480,0,2004,6/19/2014,0.405759162,0
454000,1590,4094,2,1590,0,1991,8/19/2014,0.388373229,0
590000,2210,8622,2,2210,0,1988,8/8/2014,0.256321039,0
790000,2390,15084,2,2390,0,2000,4/21/2015,0.158446036,0
463000,2190,17108,2,2190,0,1991,9/9/2014,0.128010288,0
479950,2810,4984,1,1750,1060,2006,4/28/2015,0.563804173,1
710800,2880,36820,2,2880,0,1992,9/11/2014,0.07821836,0
565000,2700,6037,2,2700,0,2004,2/10/2015,0.447242008,0
349950,2240,7565,2,2240,0,1999,9/12/2014,0.296100463,0
505500,1300,1187,3,1300,0,2005,12/2/2014,1.095197978,0
413565,1690,1613,2,1150,540,2014,8/5/2014,1.047737136,1
320000,1610,1356,2,1240,370,2007,12/13/2014,1.187315634,1
535000,2390,6263,2,2390,0,2003,4/30/2015,0.381606259,0
569999,3080,13880,2,3080,0,1990,3/20/2015,0.221902017,0
305000,2100,6825,2,2100,0,1994,11/20/2014,0.307692308,0
400000,2740,83199,2,2740,0,1973,5/16/2014,0.032933088,0
525000,2990,6725,2,2990,0,2003,11/5/2014,0.444609665,0
443500,2170,5866,2,2170,0,2006,7/17/2014,0.369928401,0
470000,2150,8221,2,2150,0,1992,6/23/2014,0.261525362,0
368000,2080,4307,2,2080,0,2004,9/10/2014,0.482934757,0
530000,2640,13775,1,1550,1090,1978,12/10/2014,0.191651543,1
265000,1640,7668,2,1640,0,1991,8/22/2014,0.213875848,0
327500,2090,12027,2,2090,0,1991,12/15/2014,0.173775671,0
565000,2030,217805,1,2030,0,1999,9/2/2014,0.009320264,0
309000,1780,7859,2,1780,0,1988,8/27/2014,0.22649192,0
339950,2140,7641,1,1290,850,1979,10/27/2014,0.280068054,1
551870,2507,18400,2,2507,0,2006,2/25/2015,0.13625,0
295000,1920,7229,2,1920,0,1993,5/8/2014,0.265596901,0
550000,2360,4080,2,2360,0,2003,9/24/2014,0.578431373,0
625000,1860,10027,2,1860,0,1993,12/2/2014,0.185499152,0
820000,3030,46538,2,3030,0,1997,3/27/2015,0.065108084,0
305000,1690,5175,2,1690,0,2002,3/27/2015,0.326570048,0
225000,1590,8449,2,1590,0,1989,11/17/2014,0.188187951,0
375000,2750,37096,2,2750,0,1989,12/26/2014,0.074131982,0
309900,2020,26670,2,2020,0,1987,8/14/2014,0.075740532,0
279000,1540,7280,1,1080,460,1974,9/19/2014,0.211538462,1
497000,1220,1475,3,1220,0,2000,5/1/2015,0.827118644,0
405000,1960,6997,2,1960,0,2006,10/9/2014,0.280120051,0
267500,1400,7629,1,1120,280,1988,4/17/2015,0.18351029,1
305000,2460,5027,2,2460,0,2002,8/11/2014,0.48935747,0
661000,1940,8196,2,1940,0,1991,12/10/2014,0.23670083,0
545000,1940,9775,1,1440,500,1975,6/16/2014,0.198465473,1
165000,1660,2415,2,1660,0,1983,8/22/2014,0.6873706,0
642000,2670,10082,1,2670,0,1987,5/30/2014,0.264828407,0
340000,1720,4120,2,1720,0,1999,4/9/2015,0.417475728,0
608000,1760,1472,3,1640,120,2006,10/29/2014,1.195652174,1
511000,1820,4883,2,1820,0,2005,5/14/2014,0.372721687,0
323800,2060,7658,2,2060,0,2003,4/30/2015,0.268999739,0
608095,2680,17707,2,2680,0,1983,4/27/2015,0.151352572,0
550000,2140,10136,1,1320,820,1958,1/25/2015,0.21112865,1
554990,2100,6092,2,2100,0,2013,5/13/2015,0.34471438,0
359950,2210,6280,2,2210,0,2003,11/7/2014,0.351910828,0
435000,2300,9521,2,2300,0,2003,6/16/2014,0.241571264,0
657500,2670,10496,2,2670,0,1989,5/22/2014,0.254382622,0
638000,2110,3600,2,2110,0,2005,6/16/2014,0.586111111,0
555000,2160,7584,2,2160,0,1988,9/4/2014,0.284810127,0
272000,1980,6608,2,1980,0,1994,8/8/2014,0.299636804,0
485000,1760,3097,2,1760,0,1992,3/5/2015,0.568291895,0
300000,1750,4200,2,1750,0,2005,8/25/2014,0.416666667,0
265500,1450,8977,1,1450,0,1990,4/6/2015,0.161523894,0
315000,1660,10763,2,1660,0,1994,7/24/2014,0.154232091,0
567500,2300,7398,2,2300,0,2001,6/8/2014,0.310894836,0
675000,2250,4134,2,2250,0,2004,8/12/2014,0.544267054,0
350000,1970,3655,2,1970,0,2003,4/3/2015,0.538987688,0
435000,1778,147823,2,1778,0,1999,7/29/2014,0.012027898,0
425000,1930,4500,2,1930,0,1990,6/24/2014,0.428888889,0
378000,2150,11672,2,2150,0,2004,8/10/2014,0.184201508,0
600000,2680,43995,2,2680,0,1986,12/8/2014,0.060916013,0
290000,2080,4828,2,2080,0,2002,6/2/2014,0.430820215,0
400000,1460,1319,3,1460,0,2002,2/27/2015,1.106899166,0
775000,3550,32807,2,3550,0,1989,4/16/2015,0.108208614,0
308950,1600,6250,2,1600,0,1995,4/10/2015,0.256,0
605000,2960,18600,2,2960,0,1979,8/25/2014,0.159139785,0
342000,2430,5715,2,2430,0,1999,4/3/2015,0.42519685,0
205000,1870,3118,2,1870,0,1993,11/20/2014,0.599743425,0
419000,2170,4517,2,2170,0,2002,1/8/2015,0.48040735,0
465000,1600,1311,3,1600,0,2005,12/18/2014,1.22044241,0
517500,1800,3933,2,1800,0,1989,5/5/2015,0.457665904,0
262000,1970,8727,2,1970,0,1995,4/17/2015,0.225736221,0
430000,2670,12806,2,2670,0,2010,2/24/2015,0.208496017,0
280000,1720,1916,2,1720,0,2005,5/19/2014,0.897703549,0
465000,1890,4808,2,1890,0,2000,4/2/2015,0.393094842,0
285000,1890,3629,2,1890,0,2005,9/8/2014,0.520804629,0
546500,2130,7199,2,2130,0,1990,10/9/2014,0.295874427,0
419990,1690,1689,2,1150,540,2014,8/21/2014,1.000592066,1
275000,2710,5733,2,2710,0,2003,2/9/2015,0.472701901,0
510000,2300,27566,2,2300,0,1995,9/12/2014,0.083436117,0
515000,1800,5001,2,1800,0,1996,6/10/2014,0.359928014,0
550000,1740,3082,2,1740,0,2000,3/6/2015,0.564568462,0
254000,1560,10608,2,1560,0,1994,9/22/2014,0.147058824,0
432500,1940,10800,1,1340,600,1979,10/6/2014,0.17962963,1
735000,2540,6762,2,2540,0,1998,4/2/2015,0.375628512,0
355000,1590,4242,2,1590,0,2000,8/11/2014,0.374823197,0
500000,1650,5683,2,1650,0,2003,8/22/2014,0.290339609,0
247800,1580,2170,2,1580,0,2003,8/2/2014,0.728110599,0
324000,1940,8347,2,1940,0,1990,10/28/2014,0.232418833,0
429000,1860,11122,2,1860,0,1994,10/6/2014,0.167236109,0
276200,1480,7210,1,1180,300,1986,9/25/2014,0.205270458,1
285000,1590,9736,2,1590,0,1985,3/18/2015,0.163311422,0
640000,2420,8244,2,2420,0,1988,4/14/2015,0.293546822,0
350000,2180,15484,1,2180,0,1992,10/27/2014,0.140790493,0
482000,2420,7307,2,2420,0,1998,6/25/2014,0.331189271,0
350000,1630,5996,2,1630,0,1986,10/20/2014,0.271847899,0
654300,2490,8582,2,2490,0,2000,4/9/2015,0.290142158,0
290000,2020,4861,2,2020,0,2005,3/4/2015,0.415552355,0
292000,1560,2740,2,1560,0,1999,8/11/2014,0.569343066,0
938000,3090,10940,2,3090,0,1992,4/19/2015,0.282449726,0
535950,2370,5344,2,2370,0,2003,3/9/2015,0.443488024,0
545000,2060,7184,2,2060,0,1987,7/10/2014,0.28674833,0
384950,1860,3690,2,1860,0,2000,5/30/2014,0.504065041,0
570000,1530,3296,2,1530,0,1998,7/21/2014,0.464199029,0
640000,2140,8925,2,2140,0,1991,6/9/2014,0.23977591,0
360000,1480,3851,2,1480,0,1998,4/17/2015,0.384315762,0
759950,3100,23790,2,3100,0,2002,6/16/2014,0.130306852,0
379900,2190,5071,2,2190,0,2004,3/17/2015,0.431867482,0
472217,2010,2212,2,1390,620,2014,8/4/2014,0.908679928,1
244615,2060,4030,2,2060,0,1999,5/28/2014,0.511166253,0
489950,2400,7478,2,2400,0,2002,9/12/2014,0.320941428,0
435000,2530,13446,2,2530,0,1993,7/1/2014,0.188160048,0
300000,2240,3691,2,2240,0,2003,11/5/2014,0.606881604,0
269100,2190,7904,2,2190,0,1995,2/13/2015,0.277074899,0
1050000,3470,12076,2,2560,910,1988,7/20/2014,0.287346804,1
499000,1690,4851,2,1690,0,2004,4/7/2015,0.348381777,0
300000,1640,5707,2,1640,0,1995,4/30/2015,0.287366392,0
420000,2370,15375,2,2370,0,1993,10/14/2014,0.154146341,0
575000,2610,7301,2,2610,0,2004,10/17/2014,0.357485276,0
260000,1770,2677,2,1770,0,2005,3/6/2015,0.661187897,0
912000,2979,17313,2,2979,0,1993,8/1/2014,0.172067233,0
470000,2480,5082,2,2480,0,2004,3/9/2015,0.487996852,0
240000,1520,9864,1,1160,360,1993,9/23/2014,0.154095702,1
720000,2520,10012,2,2520,0,1987,4/7/2015,0.251697962,0
515000,1790,7167,2,1790,0,1989,5/6/2014,0.249755825,0
700500,2560,35265,2,2560,0,1981,12/17/2014,0.072593223,0
429000,1430,9240,2,1430,0,1984,7/25/2014,0.154761905,0
729000,2480,7428,2,2480,0,1990,3/4/2015,0.333871836,0
625000,2280,4757,2,2280,0,2003,4/9/2015,0.479293672,0
515700,2180,9722,2,2180,0,1994,10/23/2014,0.224233697,0
458000,1870,5013,2,1870,0,2003,6/20/2014,0.373030122,0
299000,1650,4725,2,1650,0,2011,7/11/2014,0.349206349,0
500000,2440,7600,1,1420,1020,1981,4/9/2015,0.321052632,1
540000,2520,5000,3,2520,0,1990,9/3/2014,0.504,0
735000,2390,9157,2,2390,0,1984,5/23/2014,0.261002512,0
440000,2040,7605,2,2040,0,1996,4/20/2015,0.268244576,0
559950,2120,4310,2,2120,0,2001,7/14/2014,0.49187935,0
390000,2250,8076,2,2250,0,1995,10/20/2014,0.278603269,0
440000,1440,5434,2,1440,0,2003,11/19/2014,0.26499816,0
312620,1260,11877,1,1260,0,1975,11/13/2014,0.106087396,0
297262,1730,8076,2,1730,0,1994,2/9/2015,0.214214958,0
729000,2440,4244,2,2440,0,2011,5/12/2015,0.574929312,0
449000,1690,3827,2,1690,0,2005,9/3/2014,0.441599164,0
475000,1690,2890,2,1690,0,2004,9/8/2014,0.584775087,0
442500,1690,3129,2,1690,0,2002,10/17/2014,0.540108661,0
571000,1920,3867,2,1920,0,2005,8/4/2014,0.496508922,0
